design_name,width_mm,height_mm,price_gbp,helions_sku,supplier_sku,supplier_price,photo_url,supplier_email
Northamptonshire,4500,1800,2267,HF008DG,RMG008DG,1349.6,https://helionsforge.com/wp-content/uploads/2025/12/Northamptonshire-Aluminium-Driveway-Gate.jpg,orders@readymadegates.co.uk
Northamptonshire,4500,2000,2461,HF008DG,RMG008DG,1464.96,https://helionsforge.com/wp-content/uploads/2025/12/Northamptonshire-Aluminium-Driveway-Gate.jpg,orders@readymadegates.co.uk
Norfolk,3500,1800,2141,HF009DG,RMG009DG,1274.56,"https://helionsforge.com/wp-content/uploads/2025/12/Norfolk-Aluminium-Driveway-Gate.jpg,",orders@readymadegates.co.uk
Norfolk,3500,2000,2267,HF009DG,RMG009DG,1349.6,"https://helionsforge.com/wp-content/uploads/2025/12/Norfolk-Aluminium-Driveway-Gate.jpg,",orders@readymadegates.co.uk
Norfolk,3750,1800,2263,HF009DG,RMG009DG,1346.8,"https://helionsforge.com/wp-content/uploads/2025/12/Norfolk-Aluminium-Driveway-Gate.jpg,",orders@readymadegates.co.uk
Norfolk,3750,2000,2398,HF009DG,RMG009DG,1427.44,"https://helionsforge.com/wp-content/uploads/2025/12/Norfolk-Aluminium-Driveway-Gate.jpg,",orders@readymadegates.co.uk
Norfolk,4000,1800,2364,HF009DG,RMG009DG,1407.28,"https://helionsforge.com/wp-content/uploads/2025/12/Norfolk-Aluminium-Driveway-Gate.jpg,",orders@readymadegates.co.uk
Norfolk,4250,1800,2461,HF009DG,RMG009DG,1464.96,"https://helionsforge.com/wp-content/uploads/2025/12/Norfolk-Aluminium-Driveway-Gate.jpg,",orders@readymadegates.co.uk
Norfolk,4250,2000,2607,HF009DG,RMG009DG,1551.76,"https://helionsforge.com/wp-content/uploads/2025/12/Norfolk-Aluminium-Driveway-Gate.jpg,",orders@readymadegates.co.uk
Norfolk,4500,1800,2559,HF009DG,RMG009DG,1523.2,"https://helionsforge.com/wp-content/uploads/2025/12/Norfolk-Aluminium-Driveway-Gate.jpg,",orders@readymadegates.co.uk
Norfolk,4500,2000,2709,HF009DG,RMG009DG,1612.24,"https://helionsforge.com/wp-content/uploads/2025/12/Norfolk-Aluminium-Driveway-Gate.jpg,",orders@readymadegates.co.uk
Bedfordshire,3000,1000,1458,HF010DG,RMG014DG,868,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3000,1200,1529,HF010DG,RMG014DG,910,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3000,1400,1576,HF010DG,RMG014DG,938,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3000,1600,1618,HF010DG,RMG014DG,963.2,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3000,1800,1665,HF010DG,RMG014DG,991.2,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3000,2000,1712,HF010DG,RMG014DG,1019.2,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3250,1000,1501,HF010DG,RMG014DG,893.2,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3250,1200,1552,HF010DG,RMG014DG,924,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3250,1400,1604,HF010DG,RMG014DG,954.8,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3250,1600,1642,HF010DG,RMG014DG,977.2,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3250,1800,1693,HF010DG,RMG014DG,1008,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3250,2000,1745,HF010DG,RMG014DG,1038.8,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3500,1000,1524,HF010DG,RMG014DG,907.2,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3500,1200,1571,HF010DG,RMG014DG,935.2,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3500,1400,1628,HF010DG,RMG014DG,968.8,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3500,1600,1675,HF010DG,RMG014DG,996.8,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3500,1800,1726,HF010DG,RMG014DG,1027.6,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3500,2000,1778,HF010DG,RMG014DG,1058.4,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3750,1000,1552,HF010DG,RMG014DG,924,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3750,1200,1609,HF010DG,RMG014DG,957.6,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3750,1400,1665,HF010DG,RMG014DG,991.2,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3750,1600,1712,HF010DG,RMG014DG,1019.2,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3750,1800,1745,HF010DG,RMG014DG,1038.8,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,3750,2000,1830,HF010DG,RMG014DG,1089.2,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,4000,1000,1576,HF010DG,RMG014DG,938,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,4000,1200,1637,HF010DG,RMG014DG,974.4,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,4000,1400,1693,HF010DG,RMG014DG,1008,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,4000,1600,1745,HF010DG,RMG014DG,1038.8,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,4000,1800,1802,HF010DG,RMG014DG,1072.4,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
Bedfordshire,4000,2000,1867,HF010DG,RMG014DG,1111.6,https://helionsforge.com/wp-content/uploads/2025/12/Bedfordshire-Aluminium-Driveway-Gates-2.jpg,orders@readymadegates.co.uk
